54029,29.12,255
56030,29.00,255
58031,29.19,255
60032,28.94,255
62033,28.87,255
64034,29.06,255
66035,29.00,255
68036,28.87,255
70037,28.87,255
72038,28.94,255
74039,28.62,255
76040,28.87,255
78041,28.81,255
80043,29.00,255
82044,29.06,255
84045,28.87,255
86046,29.06,255
88047,29.00,255
90048,29.44,255
92049,29.50,255
94050,29.50,255
96051,29.06,255
98052,29.25,255
100054,29.50,255
102055,29.44,255
104056,29.31,255
106057,29.44,255
108058,29.56,255
110059,29.25,255
112060,29.81,255
114061,29.69,255
116062,29.75,255
118063,29.69,255
120064,29.94,255
122065,29.87,255
124066,29.81,255
126067,32.31,254
128068,43.63,252
130069,56.06,250
132070,66.81,248
134071,76.00,246
136072,84.06,244
138073,90.50,242
140075,96.37,240
142076,102.00,238
144077,106.69,236
146078,111.62,234
148079,115.50,232
150080,119.81,230
152081,123.94,228
154082,127.62,226
156083,130.69,224
158084,132.94,222
160086,134.50,220
162087,137.69,218
164088,139.19,216
166089,141.69,214
168090,143.44,212
170091,145.38,210
172092,147.00,208
174093,147.38,206
176094,148.56,204
178095,148.94,202
180096,149.63,200
182097,150.25,198
184098,152.88,196
186099,153.44,194
188100,154.13,192
190101,154.75,190
192102,155.25,188
194103,157.06,186
196104,157.94,184
198105,157.50,182
200107,159.25,180
202108,158.69,178
204109,159.88,176
206110,160.31,174
208111,161.63,172
210112,163.00,170
212113,162.81,168
214114,163.00,166
216115,164.50,164
218116,165.56,162
220118,165.38,160
222119,165.25,158
224120,166.19,156
226121,165.63,154
228122,167.50,152
230123,169.06,150
232124,171.56,148
234125,172.44,146
236126,172.38,144
238127,173.88,142
240128,176.69,140
242129,178.38,140
244130,180.00,140
246131,180.88,140
248132,180.69,140
250133,182.19,140
252134,182.25,140
254135,182.38,140
256136,182.69,140
258137,184.75,140
260139,184.69,140
262140,184.75,140
264141,185.69,140
266142,186.50,140
268143,187.13,140
270144,187.81,140
272145,188.50,140
274146,189.75,140
276147,187.75,140
278148,189.50,140
280150,189.81,140
282151,190.56,140
284152,191.19,140
286153,191.13,140
288154,189.25,140
290155,189.19,140
292156,188.56,140
294157,190.75,140
296158,190.63,140
298159,192.31,140
300160,193.00,140
302161,191.13,140
304162,193.38,140
306163,191.56,140
308164,194.00,140
310165,196.31,140
312166,197.44,140
314167,197.25,140
316168,197.63,140
318169,194.88,140
320171,194.25,140
322172,194.81,140
324173,194.44,140
326174,195.81,140
328175,195.19,140
330176,195.63,140
332177,197.81,140
334178,197.94,140
336179,198.69,140
338180,200.88,140
340182,199.44,140
342183,199.88,140
344184,200.38,140
346185,199.44,140
348186,199.56,140
350187,197.50,140
352188,197.81,140
354189,197.75,140
356190,199.06,255
358191,197.69,255
360192,191.00,255
362193,181.56,255
364194,172.56,255
366195,164.38,255
368196,156.13,255
370197,147.81,255
372198,140.44,255
374199,134.31,255
376200,127.87,255
378201,121.94,255
380203,116.19,255
382204,110.31,255
384205,106.25,255
386206,101.69,255
388207,97.56,255
390208,93.75,255
392209,89.50,255
394210,86.37,255
396211,83.31,255
398212,80.50,255
400214,77.87,255
402215,75.37,255
404216,72.87,255
406217,70.75,255
408218,68.56,255
410219,66.44,255
412220,64.37,255
414221,62.19,255
416222,60.88,255
418223,59.31,255
420224,57.69,255
422225,55.88,255
424226,55.13,255
426227,54.06,255
428228,53.31,255
430229,52.13,255
432230,51.25,255
434231,50.19,255
436232,49.31,255
438233,48.44,255
440235,47.44,255
442236,46.44,255
444237,46.06,255
446238,45.50,255
448239,45.00,255
450240,44.44,255
452241,44.00,255
454242,43.31,255
456243,43.13,255
458244,42.75,255
460246,42.63,255
462247,42.13,255
464248,41.69,255
466249,41.75,255
468250,41.25,255
470251,41.13,255
472252,41.06,255
474253,40.81,255
476254,40.75,255
478255,40.81,255
480256,40.38,255
482257,40.19,255
484258,40.19,255
486259,39.94,255
488260,39.56,255
490261,39.50,255
492262,39.50,255
494263,39.56,255
496264,39.44,255
498265,39.13,255
500267,39.00,255
502268,38.69,255
504269,38.94,255
506270,38.44,255
508271,38.50,255
510272,38.44,255
512273,38.38,255
514274,36.88,255
516275,35.81,255
518276,35.06,255
